Post ID,Blog Name,Post Type,Tags,Post Summary,Label
744024915490013184,devleader,text,"['software engineering', 'programming', 'coding', 'developers', 'software development']",In what ways do you think programming and software development will evolve in the next 5 years?,1
744013936498704384,itservicesblog,text,"['coding', 'software engineering', 'html', 'synergy technology services']","Game-Changing Sports Software Development Solution
Are you looking for Sports Software software development services? don't...",1
744002337282113536,python-coaching,text,"['banking', 'programming', 'coding', 'app development', 'data science']",What is the purpose of using virtual environments in Python development?,1
743994174124228608,bellandari,text,"['anime', 'coding', 'manga', 'python', 'sql', 'programming', 'hobbies']",Practice Project,1
743984161620131840,the-awesomecosmos-studies,text,"['100 days of productivity', 'data science', 'side project', 'coding', 'books', 'coloring', 'mindfulness', 'Dunkin’ Donuts iced coffee jelly beans', 'milk frother', 'TikTok iced coffee', 'book tracker', 'journaling', 'stickers']","Day 14/100 days of productivity | Sun 3 Mar, 2024
Lazy, chill Sunday.
Brainstormed specific graphs and statistics I want to see...",1
744048642172878849,scrunklycryptid,photo,"['testing', 'ok']",,1
744040044466241536,devleader,video,"['Coding', 'Programming', 'Refactoring', 'Legacy Code', 'Testing']","So you can't test the change in that legacy code?
 I bet you that you can. But I bet that it's not the traditional way that you...",1
744034008958156800,thebestucollegeadmissions,text,"['Admissions', 'Students', 'Testing', 'Policies']",A “New Flavor” of Testing Policies?,1
743964593474371585,thefinalrant,text,"['quality engineering', 'ai assistance', 'testing']",AIDT - AI Driven Testing,1
743922797284311040,karenpisonixistitutovizzero,text,"['testing', 'light', 'reflection']",,1
743922637473021952,karenpisonixistitutovizzero,text,"['testing', 'light']",,1
743885303999315968,leolovesthings,text,"['minecraft', 'lol', 'text post', 'testing', 'random testing', 'minecraft mods', ""i'd enable connect texture if the bastard was up to DATE thank you very much STONE"", ""i was gonna say i haven't been shamed by a texture before"", 'but i have been actually', 'by a skyrim enb lens flare', 'anywhoo', 'baby faced villages are the absolute WORST', 'like they have been birthed by a sea creature yet to see a hooman in the wild', 'creepy af', 'also i was in hell due to tough nails', 'i hope this all makes absolutely no sense to a normal person', ""i'd rather go back to my fav fabric but the bitch don't have half the content"", 'YET']",when the forge is cursed,1
743881154487271424,lame-trans-princess,text,['Testing'],I might be aromantic doggy,1
743871082160914432,valero-human,text,"['testing', 'idk', 'hazbin hotel', 'hazbin hotel husk', 'vaggie', 'niffy', 'which character are you']","Me, after tests ""Which Hazbin hotel character are you? ""

*In fourth test I was Niffy*",1
743868365630750720,nells-cove,text,['testing'],This here is a test post. I'm trying to set a good distance between my posts so that my blog is readable on the desktop version...,1
743865678784774145,karenpisonixistitutovizzero,text,['testing'],,1
743813944119017472,digilogic-system,text,"['Transmitter', 'Receiver', 'Module', 'testing', 'DigilogicSystems', 'COTS', 'LabVIEW', 'AESA', 'radar']",,1
743800281917177856,auressea,text,"['testing', 'this is a test of the crossposting system', 'txt post']",would that I could embed this...,1
743663989293252608,invincible-selfxmade-punk,text,"['teaching in tx', 'testing', 'testing AGAIN', 'benchmark', 'bullies']","We are testing again today.  We now seemed to 5 hour test in Reading science and math every other month, and the kids are...",1
743655377501143040,interviewgig,text,"['automation testing', 'testing', 'february 2024', 'jobs', 'job interview', 'job interview questions', 'interview', 'Youtube']",,1
744066821425119232,blackmoreops,text,"['Network Assessment', 'Network Traffic', 'Python', 'Traffic', 'WireShark']",Identifying harmful activity on your captured traffic,1
744046732193775616,guiadeti,text,"['CursoGratuito', 'cursosgratuitos', 'linguagensdeprogramação', 'programacao', 'python', 'tecnologia']",Curso De Python Introdutório 100% Gratuito Com Certificado,1
744038658087288832,mrblandislostagain,text,"['programming', 'python', 'gif', 'bad apple', 'in progress']",Been working on something both incredibly dumb and also kinda funny.  Here is a small snippet of the project.,1
744023587817668608,uniquesystemskills,text,"['uniquesystemskills', 'job', 'python', 'certificationcourse', 'programming']",https://www.systemskills.in/exploring-the-evolution-and-significance-of-java-a-comprehensive-overview/,1
744022140049817600,cybersuccessseo,text,"['programming', 'python course in pune', 'python training in pune', 'python classes in pune', 'python']",Assemble Your Python Coding Skills with Cyber Success: Become an Avenger of Programming,1
744018836479705088,uniquesystemskills,text,"['uniquesystemskills', 'job', 'python', 'certificationcourse', 'programming', 'career', 'erndwane', 'coding', 'freshers', 'enrollnow']",,1
744010702284603392,develeran,text,"['full stack developer course', 'python', 'Full Stack Development training in Mumbai', 'Full Stack Development', 'Full Stack Developer', 'python developer']",How to Become a Python Full Stack Developer [Step-by-Step Guide],1
744005233388208128,ninuxi,text,"['chatgpt', 'html', 'python', 'qlab', 'webpage']",run Qlab cue via osc with a web page and python,1
743994174124228608,bellandari,text,"['anime', 'coding', 'manga', 'python', 'sql', 'programming', 'hobbies']",Practice Project,1
743989904353165312,marsdevs,text,"['python', 'python development', 'marsdevs', 'game development']",Advantage of Python in Game Development,1
743985625024348160,roaring-screaming-20s,text,"['pretty', 'python', 'time for crab', 'crab', 'funny', 'coding']",I'm learning to code and my gf who codes well taught me this recursion function. I think all tumblerites who have python on...,1
743974512370057216,smbilodeau,text,"['image processing', 'python', 'coding', 'pretty', 'maple leaves']",Red Maple,1
743953805182484480,theminotaurslover,text,"['snakes', 'ball python', 'python', 'cute snake', 'snake appreciation']","Having a ball python around my neck isn't a fear of mine. What are they gonna do if they succeed? Eat me?? Nice try, tiny mouth....",1
743900055674781696,nextgenbiguru,text,"['powerbi', 'python', 'careerdevelopment', 'github', 'chatgpt', 'analytics', 'datascience', 'insights', 'tutorials', 'howto', 'bi', 'businessintillegence', 'data', 'datavisualization', 'biprojects', 'powerbiprojects', 'Youtube']",How to use Advanced Data Analysis Plugin in ChatGPT,1
743866875661975552,coffiiii,text,"['technology', 'python', 'coding', 'programming', 'coding language', 'what am i doing with my life']",custom programming language,1
132574342500,emergentfutures,photo,[],"Google is testing its ad technology on outdoor billboards

   

The search company is testing the automated selling and buying...",1
132525438940,mostlysignssomeportents,text,[],Fighting Uber's Death Star with a Rebel Alliance of co-op platforms,1
132478992104,futurescope,video,"['future', 'tech', '4D Printing', 'self-assembly lab', 'Skylar Tibbits', 'MIT', 'shoes', '3D Printed Shoes']","#Active Shoes

Christophe Guberan, Carlo Clopath and Skylar Tibbits from the Self-Assembly Lab at MIT look into active,...",1
132437626094,wired,photo,"['Cars', 'Future', 'Tech']","Imagine a company that retrieves your checked luggage, then delivers it straight to the Next pod you’ve hitched a ride home on...",1
132368674794,oupacademic,quote,"['technology', 'tech', 'The Sceptical Optimist', 'Nicholas Agar', 'Social media', 'future technology', 'ethics', 'technological innovation', 'science']",Technological progress does bring considerable benefits. But those benefits are enjoyed primarily by the members of the...,1
132427502473,futurescope,photo,"['future', 'tech', 'darpa', 'robotics', 'warfare', 'zoobotics', 'gif']","#Robocalypse

Meanwhile at DARPA. pic.twitter.com/2Uy4Uru8nP— Michael Oman-Reagan (@OmanReagan) October 29, 2015",1
132284263561,prostheticknowledge,photo,"['tech', 'design', 'computer', 'fabrication', 'prototype', 'tape', '3D', 'form']",Protopiper Fabrication prototyping tech from the HPI Human Computer Interaction Lab is a computerized tapegun that can produce...,1
131660371939,sciencealert,photo,"['science', 'teeth', 'dentist', '3dprinting', 'netherlands', 'biology', 'health', 'dental', 'antimicrobial']",These 3D-printed antimicrobial teeth could one day replace fillings Researchers in the Netherlands have successfully created a...,1
132141538827,allthingsvr,photo,"['oculus', 'oculus vr', 'virtual reality', 'vr', 'social vr', 'samsung gear vr']",Oculus Social Alpha launches on Gear VR Today is a big day for virtual reality. It is the first day in history when people...,1
132157811093,ifttt,text,['Updates'],Evernote just got a whole lot better,1
132080250113,futurescope,photo,"['future', 'tech', 'deliverbot', 'yamaha', 'autonomous bicycle', 'autonomous motorcycle', 'self-driving', 'autonomous mobility', 'robotics', 'robot']","#Motobot Ver.1 - Autonomous motorcycle-riding humanoid robot

Not sure if the (slightly) creepy robotic voiceover _""I was...",1
132086875461,socialmediadesk,text,"['dan frohlich', 'facebook', 'metrics']",Analyzing Facebook Lead-In Text Length,1
132088855240,mostlysignssomeportents,text,[],Mobile carriers make $24B/year selling your secrets,1
132089021573,brucesterling,video,[],*Dead as a mackerel,1
132089749623,brucesterling,video,['dead media'],"*The floppy-disk and CD-ROM multimedia revolution! Published on May 13, 2015 http://www.imal.org/en/activity/welco... Welcome to...",1
744072400086401024,webmarketingar,text,"['RR2', 'ReadyRESALE', 'Document', 'Automation', 'Software', 'Application', 'WebBased', 'CloudBased', 'Condo', 'Associations', 'BoardMember', 'Property', 'Management', 'Community', 'Documents', 'ResalePackages', 'Governing']","Resale Document Automation Software for Condo Associations through ReadyRESALE.
If your condo association is searching for a...",1
744047456274333697,cloudmediamanagement,text,"['Digital asset management platforms', 'cloud storage', 'software', 'tech blog', 'iomovo', 'news usa', 'united states', 'ai', 'cloud media']",Revitalizing Retail Strategies with Digital Asset Management Solutions,1
744030052315021312,srlabs,text,"['Computer', 'Software']",How do you create a Shopify store for a t-shirt business? - SRLabs,1
744020473353043968,cdrbsoftwares1,text,"['software', 'online software store', 'softwares on sale']",Common things to Keep in Mind While Buying Software Online,1
744017830072172544,321arka,text,"['software', 'revit', 'bim', 'design']",BIM Gripworks Software | Best BIM Software,1
744013762880733184,appringerblogs,text,"['software', 'digital marketing', 'customwebsite', 'websitedesign', 'websitedevelopment', 'app ringer']",How To Start A Successful Blog: Tips & Strategies,1
744009577980411904,whatswaves,text,"['whatsapp marketing', 'business', 'digital marketing', 'marketing', 'software', 'whatsaap']",Elevate business communication with whatsapp message marketing.,1
743988804636065792,icepixie,text,"['shopping', 'groceries', 'software']","Tumblr hivemind, I have a situation I feel sure there's software for. Say I need $product, but I won't need it for the next 6-8...",1
743972184367693824,wigoutlet,text,"['cybertruck', 'tesla', 'elon musk', 'software', 'overtheairupdates', 'ecology', 'sustainable transport', 'sustinability', 'electric cars', 'electric trucks', 'wigoutlet', 'auto technology']",,1
743970449937088512,oldmacnewlife,text,"['books', 'computers', 'software', 'graphics', 'gimp image editor', 'gnu image manipulation program']",Lesson learned. You'll want to be VERY specific when searching the web for this.,1
743969374015225856,oldmacnewlife,text,"['books', 'computers', 'software', 'graphics', '3d', '3d modeling', 'blender3d']",Reads.,1
743964177914298368,voskhozhdeniye,text,"['My Music', 'Software']",Iran-Ed - Pestilence,1
743961074729140224,oldmacnewlife,text,"['books', 'computers', 'software', 'graphics', '3d modeling', 'blender 3d']",Reads.,1
743957743135784960,scavengedluxury,text,"['budapest', 'hungary', 'software', 'video games', 'old tech', '1980s']","Novotrade International, Budapest, 1987. From the Budapest municipal photography company archive.",1
743948795600142336,arcadebroke,text,"['Sony D2L-208M Digital D2 Video Cassette', 'D2L-208M', 'Sony', 'design', 'software', 'hardware', 'tech', 'vintage', 'retro', 'cassette', 'Sony D2L-208M', 'D-2', 'digital video cassette']",,1
744063406353612800,thegreatgeodo,text,"['devlog', 'mod development', 'unitale', 'achievement', 'development', 'LESGOOOOOOO']",Devlog -- entry 37,1
744015872050528256,jasonwaud,photo,"['app', 'development', 'mobile', 't', 'adventure', 'books', 'wattpad', 'amreading']",Best Mobile Application Company in Madurai Tamilnadu India - Best Mobile Application Development Company in Madurai India (on...,1
744015103829098496,siteinventions-blog,text,"['Web', 'Development', 'Agency', 'Mumbai']",Leading Web Development Agency in Mumbai,1
743999314139938816,superdoggiedogs,text,"['development', 'spiritual']",What is Spiritual Development?,1
743999265118011392,technoshopic,text,"['content writer', 'designer', 'development', 'email marketing', 'freelance', 'freelance job', 'freelance programmer', 'freelancecommunity', 'freelancer', 'freelancer in uae', 'freelancer in usa', 'markethire', 'project manager', 'seo expert', 'toptal']",Elevate Your Project: Your Source for Top Freelance Talent,1
743998130881773568,lisastanley,text,"['crypto', 'development', 'exchange', 'cryptocurrency', 'cryptocurrencyexchange', 'cryptotrading', 'cryptocurrencies', 'cryptoinvestor', 'cryptomarket', 'cryptoexchange', 'cryptomining', 'cryptocurrencynews', 'cryptotrader', 'cryptoexplorer', 'cryptorevolution', 'cryptocurency', 'Business', 'Entrepreneurs', 'globaltrading', 'offer', 'Cryptoexchangeclone']","Bitdeal elevates your objectives for cryptocurrencies.
It's time to modify the way you trade cryptocurrencies. Bitdeal provides...",1
743938241050329088,eleristanton,text,"['investigating contemporary practice', 'd&ad brief', 'development']","// University Presentation \\
After spreading my work out onto 8 slides, it was difficult to condence it again, however, I kept...",1
743938209293221888,eleristanton,text,"['development', 'investigating contemporary practice', 'd&ad brief']","// D&AD Presentation \\
I began with the D&AD Presentation as it allowed more slides which meant I could create a layout system...",1
743935285439643648,eleristanton,text,"['development', 'investigating contemporary practice', 'd&ad brief']","// Animation \\
As I had never done animation before, the program was somewhat daunting but after playing around with it for a...",1
743887199126388736,marcackermann,text,"['web development', 'self development', 'github', 'developer', 'development', 'software']",Marc Ackermann,1
743883691163516928,thegreatgeodo,text,"['devlog', 'mod development', 'unitale', 'development', 'on it']",Devlog -- entry 35,1
743868463491235841,newcodesociety,text,"['the art of overkill', 'web', 'dev', 'development', 'developer', 'over', 'engineer', 'read', 'advice']",The Art of Overkill: Web Dev Edition,1
743844475235893248,foolsplay-funfair,answer,"['🥐', 'development']","This game seems to have potential, and weirdcore/dreamcore games are my favourite Roblox comfort games, so hopefully it'll get...",1
743835474959990784,rwpohl,text,"['digital imaging', 'ai', 'chatgpt', 'chatbot', 'development', 'screenwriting', 'preproduction', 'metropolis', 'fritz lang', 'blade runner 1929', 'views of an ai']","blade runner 1929, views of an ai 2023",1
743831929421479936,lisastanley,text,"['crypto', 'development', 'exchange', 'cryptocurrency', 'cryptotrading', 'cryptocurrencies', 'cryptoinvestor', 'cryptomarket', 'cryptoexchange', 'cryptomining', 'cryptocurrencynews', 'cryptotrader', 'cryptoexplorer', 'cryptorevolution', 'cryptocurency', 'Business', 'Entrepreneurs', 'globaltrading', 'offer', 'Cryptoexchangeclone']","Your cryptocurrency figments come true at Bitdeal!
Have you always wished to launch your cryptocurrency trading platform? This...",1
744059949763772416,makemychance1,text,"['web development', 'adobe', 'html css', 'coding']",Adobe CSS Tools: The Ultimate CSS Parser and Stringifier - Makemychance,1
744037975080501248,serviceswetm,link,"['magazine', 'ecommerce', 'website', 'web development', 'webmaster', 'business', 'business website', 'blog', 'marketing', 'digital marketing']",Web Policies - Monthly Ticket - March 2024 — Jeff Maheux,1
744030944662536192,seocolourmoon,link,['web development'],How to Take Your Pet Care Business Online in 2024 - Colour Moon Technologies,1
744028157509812224,initfusion,text,"['fantasy app development company', 'app development', 'web development', 'it solutions', 'marketing', 'social media', 'usa', 'dubai']",Fantasy Sports Web & App Development Solutions,1
744023941464670208,bespokesoftwaredevelopment-blog,text,"['ficode technologies', 'ficode', 'bespoke software developers', 'web development', 'flutter app development', 'Flutter mobile app development']",Technologies Used in Flutter Development Process ,1
744023207049330688,techprastish01,text,"['wordpress', 'web development', 'wordpress page builder']",Different ways to speed up wordpress site - Tech Prastish,1
744022379547721728,omkar-web-soluution,text,"['web design', 'web development', 'websitedesign', 'digitalmarketing', 'socialmediamarketing', 'world news', 'poster design', 'banner design']",best poster designr,1
744022175313526784,jyotikumari-wordpressdeveloper,text,"['web development', 'website development', 'hire developer', 'ecommerce website', 'E-commerce development']","Transform your business online with my expert e-commerce website  services. I specialize in Wordpress, Shopify, and OpenCart...",1
744020963365208064,omkar-web-soluution,text,"['web design', 'web development', 'websitedesign', 'digitalmarketing', 'socialmediamarketing', 'world news', 'poster design', 'banner design']",No 1 Website Design Company,1
744012440844615680,webzguruservices,text,"['software devlopment company', 'app development', 'webdevelopment', 'web development', 'web devlopment', 'digital marketing', 'webdesign', 'app devlopment', 'web design', 'graphic design']",Web Design Tools of the Trade: A Comprehensive Toolkit for Designers,1
744012383946719232,huntersdigital,text,"['web development', 'web design', 'website development', 'corporate website design services', 'ecommerce website development']","Elevate your online presence with Hunters Digital, the best website design agency offering customized packages and quick...",1
744005578877239296,anayatglobalworks,text,"['web development', 'best website development company', 'best mobile app development companies']","Welcome to our premier top rated mobile and web development firm, where innovation and excellence converge to create...",1
744003857697341440,nurul4amin,text,"['programming', 'website', 'elementor', 'wordpress', 'web development']","Need a expert hand for design, customize, and clone wordpress websites using elementor pro?",1
744002775417028608,inciterz,text,"['web development', 'web app development', 'app development']",Web App Deployment: Comprehensive Guide for Your Business,1
744000158984978432,bsjtechnology,text,"['bsjtechnology', 'business', 'web development', 'technology', 'web application', 'marketing', 'android app development', 'smart phones', 'software', 'services']",Web Development Agency in Europe,1
744062180027252736,confused-robot-cat,text,"['html', 'widgets', 'coding', 'web design', 'tumblr']",Anyone know how I can put a little floating window in the bottom right corner of my blog that simulates ads by scrolling through...,1
744051650353872896,electric-stellium,text,"['published@estellium', 'uiux@estellium', 'webdesign', 'web design', 'uxdesign', 'ui ux design', 'ux desgin', 'ui', 'uidesign', 'user interface', 'dribbble', 'app', 'michelin', 'design']",Dribbble case,1
744039000473550848,thefantasticmrfoxfiend,video,"['spalding web design', 'web design']",Nice video on visit the web design agency,1
744036422812663808,davidgagne,text,"['comedy', 'hamburgers', 'icons', 'Kottke', 'web design']",In web design circles the little stacked three line graphic that you often see on websites to denote a clickable menu is usually...,1
744028634281639936,devoqdesign,text,"['ui ux design', 'web design', 'wireframe design']",Mastering UI/UX : A Comprehensive Guide for Design Enthusiasts,1
744026603850514432,devoqdesign,text,"['wireframe design', 'web design', 'ui ux design']",Human-Centered Design: Shaping UI/UX for Real People,1
744025551522643968,devoqdesign,text,"['web design', 'ui ux design', 'wireframe design']",The Future of UI/UX: Emerging Technologies and Trends,1
744022379547721728,omkar-web-soluution,text,"['web design', 'web development', 'websitedesign', 'digitalmarketing', 'socialmediamarketing', 'world news', 'poster design', 'banner design']",best poster designr,1
744020963365208064,omkar-web-soluution,text,"['web design', 'web development', 'websitedesign', 'digitalmarketing', 'socialmediamarketing', 'world news', 'poster design', 'banner design']",No 1 Website Design Company,1
744020014439497728,spring6media,text,"['marketing', 'graphic design', 'design', 'logo design', 'web design', 'socialmediamarketing', 'digital marketing', 'digitalmarketingservices', 'graficdesign', 'social media']","Graphic designers create visual concepts, using computer software or by hand, to communicate ideas that inspire, inform, and...",1
744018755381805056,devoqdesign,text,"['ux research', 'ui ux design', 'web design']",Innovative UI/UX Trends to Elevate Your Design Game,1
744016290284519424,thehenrythomas,text,"['website', 'web design', 'seo', 'seo company', 'business', 'web']",The Integral Role of SEO in Digital Marketing,1
744014970414612480,thehenrythomas,text,"['website', 'web design', 'seo company', 'seo', 'web', 'business']",The Importance of Keywords: Implementing Effective Keywords,1
744013173230845952,thehenrythomas,text,"['web design', 'seo', 'website', 'seo company', 'business']",Understanding The Importance Of UX Research In Web Design,1
744012383946719232,huntersdigital,text,"['web development', 'web design', 'website development', 'corporate website design services', 'ecommerce website development']","Elevate your online presence with Hunters Digital, the best website design agency offering customized packages and quick...",1
743799039904137216,whoisryosuke,text,"['ff8', 'triple triad', 'final fantasy 8', 'game dev', 'web dev', 'reactjs', 'js', 'typescript', 'sketchbook', 'mine']","made a quick clone of Triple Triad from FF8, complete with opponent AI. all using React and Typescript",1
743770405818564608,whoisryosuke,text,"['game dev', 'web dev', 'midi', 'p5js', 'reactjs', 'js', 'javascript', 'mine', 'sketchbook']",more progress on the midi based rhythm game,1
743607367060570112,skysometric,text,"['writing', 'thoughts', 'social media', 'tumblr', 'web dev']","okay, so, tumblr may-or-may-not be on the down and out. except, tumblr is my Main Site, my oldest social media at over 10 years...",1
742322582799482880,whoisryosuke,text,"['midi', 'ui', 'web dev', 'reactjs', 'p5js', 'ux', 'ui design', 'design', 'javascript', 'js', 'mine', 'sketchbook']",,1
742197613196197888,crimsoneveline,text,"['web dev', 'web design', 'eve the web developer', 'the reduced file size of webp IS a good point in its favour', 'what users tend to hate is when they try to download an image and it is webp', 'instead of a png', 'and you can use srcset attribute to give different images in one img element', 'solving comp issues']","maybe I should implement an easy way to let the user on my website decide if they want to display images as png or webp?
Could...",1
741826316754632704,skysometric,text,"['links page', 'eyestrain', 'web dev', 'made with css']",FINALLY got around to improving this animation,1
741701343282184192,web-guru,text,"['web design', 'web development', 'women in tech', 'web', 'web dev', 'website building', 'designer', 'tech jokes', 'design']",A little gab of the day,1
741544919845470208,softbutchvodkasoup,text,"['previously on claires life', 'web development', 'web dev', 'fuck package management worst part of my day by far', 'and this is gonna be a Serious Project handling sensitive data sooo', 'cant have any vulnerabilities']","Me, installing some packages:: 6 vulnerabilities (2 moderate, 4 high)
To address issues, run npm audit fix --force

Me, typing,...",1
741002792084389888,closertotheheartofthesunrise,text,"['oc', 'web dev']",so no head?,1
740594647565467648,dev-encourt,text,"['web dev', 'javascript', 'web development', '100daysofcode']",Day 9,1
739958468169105408,sublingual-art,text,"['digital art', 'three.js', 'web dev', 'creative coding', 'geometry']",My side project in jan has been trying to get some grounding with generative geometry in three.js by coding a stick generator. I...,1
739704428182093824,post-finem,text,"['web dev', 'codeblr']",goddammit I impulse bought another domain name,1
738166023986069504,zmyaro,text,"['Web Dev', 'Web Development', 'Web Browsers', 'Doctor Who', 'Weeping Angels', 'Blink', ""Don't Blink"", 'I would normally say something like “nobody asked for this”', 'but Iris K. did a little bit 😛']",Don't Blink,1
737474867859996672,skysometric,text,"['meta', 'links page', 'bluesky', 'bsky', 'web dev', 'graphic design']","in light of the bluesky rebrand, i have updated my links page with a fancy new animation for it
ironically, without gif support,...",1
737307091865403392,6151-richmond-street,text,"['web dev', 'web design', 'computer bad']",Jesus Christ I'm tired. I need to claw my way out of my programming fugue and go to bed.,1
744073040141352960,en-fuego,text,"['c', 'glory']",,1
744069231142961152,400negativos,text,"['400', 'c']",,1
744068861235789824,provokedgoalie,text,"['c', 'sidney crosby', 'lmao']",tell me what's wrong with this 🙂,1
744066973754966017,glwrmsntclng,text,"['c', 'marc jacobs', 'Zamar Velez/Courtesy']","tooth fairy
Heaven by Marc Jacobs Spring 2024. Photo: Zamar Velez/Courtesy of Marc Jacobs",1
744059623183712256,princesstaxiboy,text,"['do you think I could claim it on access to work lol', 'c']",I need a swing in my own home,1
744059290884636672,thewizardprincessau,text,"['lore', 'c', 'eri', 'bud', 'melek', 'dysme', 'ophelia', 'q', 'the storykeeper', 'prae', 'parz', ""I ACCIDENTALLY USED MELEK'S DND NAME HERE. MY BAD""]","tentative relationship chart, including some connections that are only formed in the middle of the story >_",1
744049443888906240,princesstaxiboy,text,['c'],"in a swinging chair in a flat in gent, listening to black pear tree, tinkering with my website, full belly, quiet brain. very...",1
744046820501700608,sarahmichellesgellar,text,"['I’m just a girl', 'c']",i’m 1 ep into my peaky blinders rewatch and tommy already has me 💕💖💗💞💓💘,1
744037218904113153,heartmailbox,text,['c'],i wish i could tell my cat how much it means to me that she crawls under my throw blanket to curl up at my feet when i'm having...,1
744035099739340800,patheticgirl69420,text,['c'],a man will pull the baddest bitch and make her worse & she will think she fixed him meanwhile he's hiding the world's nastiest...,1
744030479989211136,angelbaby-fics,text,['c'],woke up to a BUNCH of comments on my ao3 aaaaaand...... literally all of them were spam 😐😐😐,1
744027467599265792,itwasntasingle,text,"['c', 'taylor swift']","Taylor be like ""im in my black dog era""",1
744023162342293504,provokedgoalie,text,['c'],just checked the score 😭 at least geno scored,1
744013222723600384,princesstaxiboy,text,"['on holiday and i wanna go to the cool art deco historical swimming pool', 'but cant find any info on the changing rooms', 'and i dont have the energy to be visibly trans and having a non-normative body right now', 'c']",it's depressing how often swimming is made inaccessible to me just because I'm trans,1
744002190580088833,itwasntasingle,text,"['c', 'taylor swift']",,1
743997233179049984,fortunatelycoldengineer,text,"['c', 'cpp', 'programming', 'programminglanguage', 'pointers', 'java', 'python', 'computerscience', 'computerengineering']","C language MCQ
.
.
.
.
write your answer in the comment section
https://bit.ly/3UA5nJb
You can check the answer at the above...",1
743997140189298688,fortunatelycoldengineer,text,"['c', 'cpp', 'programming', 'programminglanguage', 'pointers', 'java', 'python', 'computerscience', 'computerengineering']","C language MCQ
.
.
.
.
write your answer in the comment section
https://bit.ly/3UA5nJb
You can check the answer at the above...",1
743997058835480576,fortunatelycoldengineer,text,"['c', 'cpp', 'programming', 'programminglanguage', 'pointers', 'java', 'python', 'computerscience', 'computerengineering']","C language MCQ
.
.
.
.
write your answer in the comment section
https://bit.ly/3UA5nJb
You can check the answer at the above...",1
743578119107182592,fortunatelycoldengineer,text,"['c', 'cpp', 'programming', 'programminglanguage', 'pointers', 'java', 'python', 'computerscience', 'computerengineering']","C language MCQ
.
.
.
.
write your answer in the comment section
https://bit.ly/3UA5nJb
You can check the answer at the above...",1
743577071653109760,fortunatelycoldengineer,text,"['c', 'cpp', 'programming', 'programminglanguage', 'pointers', 'java', 'python', 'computerscience', 'computerengineering']","C language MCQ
.
.
.
.
write your answer in the comment section
https://bit.ly/3UA5nJb
You can check the answer at the above...",1
743576900148068352,fortunatelycoldengineer,text,"['c', 'cpp', 'programming', 'programminglanguage', 'pointers', 'java', 'python', 'computerscience', 'computerengineering']","C language MCQ
.
.
.
.
write your answer in the comment section
https://bit.ly/3UA5nJb
You can check the answer at the above...",1
