Post Timestamp,Post ID,Blog Name,Post Type,Tags,Post Summary,Label
1709617573,744087957254848512,smbilodeau,text,"['image processing', 'python', 'coding', 'skull']",step head image processing python coding skull,0
1709592990,744062180027252736,confused-robot-cat,text,"['html', 'widgets', 'coding', 'web design', 'tumblr']",anyone know put little floating window bottom right corner blog simulates ad scrolling html widget coding web design tumblr,0
1709590863,744059949763772416,makemychance1,text,"['web development', 'adobe', 'html css', 'coding']",adobe cs tool ultimate cs parser stringifier makemychance web development adobe html cs coding,0
1709583068,744051776130596864,omeletcat,text,"['pixel game', 'pixel art', 'pixelart', 'game design', 'coding', 'indie game dev', 'game development', 'pixel illustration', 'programming', 'game dev update', 'game dev', 'game dev blog', 'game developers', 'indie dev', 'game dev stuff', 'indiegamedev', 'indie game', 'animated sprite', 'sprites', 'sprite art', 'pixel sprite', 'homestuck sprite', 'my sprites', 'sprite edit', 'pixel', 'pixel animation', 'pixel aesthetic', 'pixel graphics', 'pixel artist', 'ocs']",aight made gif raes main attack trying make look like firework esk blast idk used pixel game pixel art pixelart game design coding indie game dev game development pixel illustration programming game dev update game dev game dev blog game developer indie dev game dev stuff indiegamedev indie game animated sprite sprite sprite art pixel sprite homestuck sprite sprite sprite edit pixel pixel animation pixel aesthetic pixel graphic pixel artist ocs,0
1709575684,744044033184284672,codemerything,text,"['codeblr', 'coding', 'browser', 'coding community', 'developer']",browser alert codeblr coding browser coding community developer,0
1709572303,744040487402553344,caesarscypher,text,"['leetcode', 'coding', 'day 4']",leetcode march challenge day 4 leetcode coding day 4,0
1709571880,744040044466241536,devleader,video,"['Coding', 'Programming', 'Refactoring', 'Legacy Code', 'Testing']",cant test change legacy code bet bet traditional way coding programming refactoring legacy code testing,0
1709567772,744035736700977152,omeletcat,text,"['pixel game', 'pixel art', 'pixel illustration', 'coding', 'indie game dev', 'game development', 'programming', 'game dev update', 'game design', 'game dev', 'game dev blog', 'game developers', 'game dev stuff', 'indiegamedev', 'indie dev', 'indie game', 'pixelart', 'pixel', 'pixel aesthetic', 'pixel artist', 'pixel graphics', 'sprites', 'sprite art', 'sprite edit', 'pixel sprite', 'my sprites', 'ocs', 'oc art', 'my ocs', 'oc']",okay post ago came idea instead giving rae fire power tweak look like pixel game pixel art pixel illustration coding indie game dev game development programming game dev update game design game dev game dev blog game developer game dev stuff indiegamedev indie dev indie game pixelart pixel pixel aesthetic pixel artist pixel graphic sprite sprite art sprite edit pixel sprite sprite ocs oc art ocs oc,0
1709565872,744033744182214656,firewall-cyberdefense,text,"['cyberninjax-3648 studios', 'firewall: cyber defense', 'coding', 'programming', 'indie games']",dialogue progress 2 cyberninjax3648 studio firewall cyber defense coding programming indie game,0
1709562094,744029783120314368,badolmen,text,"['ra speaks', 'personal', 'coding', 'grad school', 'woahg haven’t used that tag in a while', 'anyways. wohooo I did it all by myself!!!! <- with so many substack answers for help', 'I was live coding in front of him the other day and he was like woah is that a talent you’ve always had being so fast at coding?', 'and I’m like. sure. I guess so? it’s easy if you idk ANNOTATE your code so that future you can just cntrl f your master coding file and find', 'the function/method you’re looking for.', 'i didnt say that last part but I wanted to. unannotated code my beloathed']",satisfaction finding efficient way clean data frame without using advisor working unannotated ra speaks personal coding grad school woahg havent used tag anyways wohooo many substack answer help live coding front day like woah talent youve always fast coding im like sure guess easy idk annotate code future cntrl f master coding file find functionmethod youre looking didnt say last part wanted unannotated code beloathed,0
1709580080,744048642172878849,scrunklycryptid,photo,"['testing', 'ok']",nan testing ok,0
1709571880,744040044466241536,devleader,video,"['Coding', 'Programming', 'Refactoring', 'Legacy Code', 'Testing']",cant test change legacy code bet bet traditional way coding programming refactoring legacy code testing,0
1709566124,744034008958156800,thebestucollegeadmissions,text,"['Admissions', 'Students', 'Testing', 'Policies']",new flavor testing policy admission student testing policy,0
1709499925,743964593474371585,thefinalrant,text,"['quality engineering', 'ai assistance', 'testing']",aidt ai driven testing quality engineering ai assistance testing,0
1709460065,743922797284311040,karenpisonixistitutovizzero,text,"['testing', 'light', 'reflection']",nan testing light reflection,0
1709459912,743922637473021952,karenpisonixistitutovizzero,text,"['testing', 'light']",nan testing light,0
1709424308,743885303999315968,leolovesthings,text,"['minecraft', 'lol', 'text post', 'testing', 'random testing', 'minecraft mods', ""i'd enable connect texture if the bastard was up to DATE thank you very much STONE"", ""i was gonna say i haven't been shamed by a texture before"", 'but i have been actually', 'by a skyrim enb lens flare', 'anywhoo', 'baby faced villages are the absolute WORST', 'like they have been birthed by a sea creature yet to see a hooman in the wild', 'creepy af', 'also i was in hell due to tough nails', 'i hope this all makes absolutely no sense to a normal person', ""i'd rather go back to my fav fabric but the bitch don't have half the content"", 'YET']",forge cursed minecraft lol text post testing random testing minecraft mod id enable connect texture bastard date thank much stone gonna say havent shamed texture actually skyrim enb lens flare anywhoo baby faced village absolute worst like birthed sea creature yet see hooman wild creepy af also hell due tough nail hope make absolutely sense normal person id rather go back fav fabric bitch dont half content yet,0
1709420351,743881154487271424,lame-trans-princess,text,['Testing'],might aromantic doggy testing,0
1709410745,743871082160914432,valero-human,text,"['testing', 'idk', 'hazbin hotel', 'hazbin hotel husk', 'vaggie', 'niffy', 'which character are you']",test hazbin hotel character fourth test niffy testing idk hazbin hotel hazbin hotel husk vaggie niffy character,0
1709408155,743868365630750720,nells-cove,text,['testing'],test post im trying set good distance post blog readable desktop version testing,0
1709405592,743865678784774145,karenpisonixistitutovizzero,text,['testing'],nan testing,0
1709356254,743813944119017472,digilogic-system,text,"['Transmitter', 'Receiver', 'Module', 'testing', 'DigilogicSystems', 'COTS', 'LabVIEW', 'AESA', 'radar']",nan transmitter receiver module testing digilogicsystems cot labview aesa radar,0
1709343225,743800281917177856,auressea,text,"['testing', 'this is a test of the crossposting system', 'txt post']",would could embed testing test crossposting system txt post,0
1709213246,743663989293252608,invincible-selfxmade-punk,text,"['teaching in tx', 'testing', 'testing AGAIN', 'benchmark', 'bullies']",testing today seemed 5 hour test reading science math every month kid teaching tx testing testing benchmark bully,0
1709205033,743655377501143040,interviewgig,text,"['automation testing', 'testing', 'february 2024', 'jobs', 'job interview', 'job interview questions', 'interview', 'Youtube']",nan automation testing testing february 2024 job job interview job interview question interview youtube,0
1709148667,743596273015439360,mijikai12,text,"['dies cutely', 'testing', 'post', 'mijikai12']",im going crazyyyy lol testing awesome everyones yelling eachother chaotic masterpiece dy cutely testing post mijikai12,0
1709118632,743564779025825792,interviewgig,text,"['automation', 'TOSCA', 'automation testing', 'testing', 'Youtube']",nan automation tosca automation testing testing youtube,0
1709092240,743537105737793536,interviewgig,text,"['manual testing', 'automation testing', 'testing', 'software testing', 'interview', 'Youtube']",nan manual testing automation testing testing software testing interview youtube,0
1709069747,743513519227633664,bhargavrogue1,text,['testing'],test post testing,0
1709064938,743508476681175040,meowmeowmeowimacat,text,"['ⓣⓔⓢⓣⓘⓝⓖ', 'testing', 'meowmeowimacat', 'circle font']",testing meowmeowimacat circle font,0
1709626448,744097262698905600,elysiumacademy,text,"['elysiumacademy', 'no1academy', 'tesbocourse', 'jobassured', 'python', 'programming', 'mysql', 'java', 'webdeveloper', 'reactjs', 'php', 'webdevelopment', 'angular', 'software', 'jquery', 'android', 'laravel', 'js', 'webdesigner', 'machinelearning', 'webdesign', 'react', 'coding', 'MachineLearning', 'DataScience', 'CareerGrowth']",dive exciting world machine learning data science comprehensive course master skill needed elysiumacademy no1academy tesbocourse jobassured python programming mysql java webdeveloper reactjs php webdevelopment angular software jquery android laravel j webdesigner machinelearning webdesign react coding machinelearning datascience careergrowth,0
1709623709,744094390511976448,yskeblr2,text,['python'],nan python,0
1709617573,744087957254848512,smbilodeau,text,"['image processing', 'python', 'coding', 'skull']",step head image processing python coding skull,0
1709611388,744081471371952128,aayupandey,text,"['python', 'pythonfullstackdeveloper']",revealing benefit hiring python fullstack developer python pythonfullstackdeveloper,0
1709597417,744066821425119232,blackmoreops,text,"['Network Assessment', 'Network Traffic', 'Python', 'Traffic', 'WireShark']",identifying harmful activity captured traffic network assessment network traffic python traffic wireshark,0
1709578258,744046732193775616,guiadeti,text,"['CursoGratuito', 'cursosgratuitos', 'linguagensdeprogramação', 'programacao', 'python', 'tecnologia']",curso de python introdutório 100 gratuito com certificado cursogratuito cursosgratuitos linguagensdeprogramação programacao python tecnologia,0
1709570558,744038658087288832,mrblandislostagain,text,"['programming', 'python', 'gif', 'bad apple', 'in progress']",working something incredibly dumb also kinda funny small snippet project programming python gif bad apple progress,0
1709556186,744023587817668608,uniquesystemskills,text,"['uniquesystemskills', 'job', 'python', 'certificationcourse', 'programming']",uniquesystemskills job python certificationcourse programming,0
1709554805,744022140049817600,cybersuccessseo,text,"['programming', 'python course in pune', 'python training in pune', 'python classes in pune', 'python']",assemble python coding skill cyber success become avenger programming programming python course pune python training pune python class pune python,0
1709551655,744018836479705088,uniquesystemskills,text,"['uniquesystemskills', 'job', 'python', 'certificationcourse', 'programming', 'career', 'erndwane', 'coding', 'freshers', 'enrollnow']",nan uniquesystemskills job python certificationcourse programming career erndwane coding fresher enrollnow,0
1709543897,744010702284603392,develeran,text,"['full stack developer course', 'python', 'Full Stack Development training in Mumbai', 'Full Stack Development', 'Full Stack Developer', 'python developer']",become python full stack developer stepbystep guide full stack developer course python full stack development training mumbai full stack development full stack developer python developer,0
1709538682,744005233388208128,ninuxi,text,"['chatgpt', 'html', 'python', 'qlab', 'webpage']",run qlab cue via osc web page python chatgpt html python qlab webpage,0
1709528135,743994174124228608,bellandari,text,"['anime', 'coding', 'manga', 'python', 'sql', 'programming', 'hobbies']",practice project anime coding manga python sql programming hobby,0
1709524063,743989904353165312,marsdevs,text,"['python', 'python development', 'marsdevs', 'game development']",advantage python game development python python development marsdevs game development,0
1709519982,743985625024348160,roaring-screaming-20s,text,"['pretty', 'python', 'time for crab', 'crab', 'funny', 'coding']",im learning code gf code well taught recursion function think tumblerites python pretty python time crab crab funny coding,0
1709509384,743974512370057216,smbilodeau,text,"['image processing', 'python', 'coding', 'pretty', 'maple leaves']",red maple image processing python coding pretty maple leaf,0
1709489636,743953805182484480,theminotaurslover,text,"['snakes', 'ball python', 'python', 'cute snake', 'snake appreciation']",ball python around neck isnt fear mine gonna succeed eat nice try tiny mouth snake ball python python cute snake snake appreciation,0
1709438377,743900055674781696,nextgenbiguru,text,"['powerbi', 'python', 'careerdevelopment', 'github', 'chatgpt', 'analytics', 'datascience', 'insights', 'tutorials', 'howto', 'bi', 'businessintillegence', 'data', 'datavisualization', 'biprojects', 'powerbiprojects', 'Youtube']",use advanced data analysis plugin chatgpt powerbi python careerdevelopment github chatgpt analytics datascience insight tutorial howto bi businessintillegence data datavisualization biprojects powerbiprojects youtube,0
1709406734,743866875661975552,coffiiii,text,"['technology', 'python', 'coding', 'programming', 'coding language', 'what am i doing with my life']",custom programming language technology python coding programming coding language life,0
1709375750,743834387195527168,tallestcatlearnspython,photo,['python'],via python tuples tuples one 4 built data type python list set dictionary tuple unchangable python,0
1446689624,132574342500,emergentfutures,photo,[],google testing ad technology outdoor billboard search company testing automated selling buying,0
1446621895,132525438940,mostlysignssomeportents,text,[],fighting ubers death star rebel alliance coop platform,0
1446569302,132478992104,futurescope,video,"['future', 'tech', '4D Printing', 'self-assembly lab', 'Skylar Tibbits', 'MIT', 'shoes', '3D Printed Shoes']",active shoe christophe guberan carlo clopath skylar tibbits selfassembly lab mit look active future tech 4d printing selfassembly lab skylar tibbits mit shoe 3d printed shoe,0
1446509707,132437626094,wired,photo,"['Cars', 'Future', 'Tech']",imagine company retrieves checked luggage delivers straight next pod youve hitched ride home car future tech,0
1446422471,132368674794,oupacademic,quote,"['technology', 'tech', 'The Sceptical Optimist', 'Nicholas Agar', 'Social media', 'future technology', 'ethics', 'technological innovation', 'science']",technological progress bring considerable benefit benefit enjoyed primarily member technology tech sceptical optimist nicholas agar social medium future technology ethic technological innovation science,0
1446499068,132427502473,futurescope,photo,"['future', 'tech', 'darpa', 'robotics', 'warfare', 'zoobotics', 'gif']",robocalypse meanwhile darpa pictwittercom2uy4uru8np michael omanreagan omanreagan october 29 2015 future tech darpa robotics warfare zoobotics gif,0
1446315921,132284263561,prostheticknowledge,photo,"['tech', 'design', 'computer', 'fabrication', 'prototype', 'tape', '3D', 'form']",protopiper fabrication prototyping tech hpi human computer interaction lab computerized tapegun produce tech design computer fabrication prototype tape 3d form,0
1445481789,131660371939,sciencealert,photo,"['science', 'teeth', 'dentist', '3dprinting', 'netherlands', 'biology', 'health', 'dental', 'antimicrobial']",3dprinted antimicrobial teeth could one day replace filling researcher netherlands successfully created science teeth dentist 3dprinting netherlands biology health dental antimicrobial,0
1446116451,132141538827,allthingsvr,photo,"['oculus', 'oculus vr', 'virtual reality', 'vr', 'social vr', 'samsung gear vr']",oculus social alpha launch gear vr today big day virtual reality first day history people oculus oculus vr virtual reality vr social vr samsung gear vr,0
1446140820,132157811093,ifttt,text,['Updates'],evernote got whole lot better update,0
1446036612,132080250113,futurescope,photo,"['future', 'tech', 'deliverbot', 'yamaha', 'autonomous bicycle', 'autonomous motorcycle', 'self-driving', 'autonomous mobility', 'robotics', 'robot']",motobot ver1 autonomous motorcycleriding humanoid robot sure slightly creepy robotic voiceover _i future tech deliverbot yamaha autonomous bicycle autonomous motorcycle selfdriving autonomous mobility robotics robot,0
1446046358,132086875461,socialmediadesk,text,"['dan frohlich', 'facebook', 'metrics']",analyzing facebook leadin text length dan frohlich facebook metric,0
1446048979,132088855240,mostlysignssomeportents,text,[],mobile carrier make 24byear selling secret,0
1446049197,132089021573,brucesterling,video,[],dead mackerel,0
1446050146,132089749623,brucesterling,video,['dead media'],floppydisk cdrom multimedia revolution published may 13 2015 welcome dead medium,0
1446052795,132091787575,mostlysignssomeportents,text,[],hundred city police license plate cam insecure watched anyone,0
1446055350,132093830810,mostlysignssomeportents,text,[],librarian congress put impossible condition right jailbreak 3d printer,0
1445890449,131969202569,zerostatereflex,photo,"['tattoo', 'Ink', 'Image Mapping', 'Technology', 'GIF']",ink mapping video mapping projection tattoo oskar gaspar first live event tattoo video mapping tattoo ink image mapping technology gif,0
1445877815,131958275075,mostlysignssomeportents,text,[],youtubes pay tv service make videocreators deal literally cant refuse,0
1445878517,131958828350,mostlysignssomeportents,text,[],handmade glowing radiotube usb drive,0
1709642401,744113990424231936,flowaceai,text,"['flowace', 'software', 'productivity', 'employee monitoring software', 'remote employee monitoring', 'best employee time tracking software']",world time productivity matter flowace revolutionize work life whether working flowace software productivity employee monitoring software remote employee monitoring best employee time tracking software,0
1709640994,744112515754196992,weingenioustechnocrats,text,"['software', 'technology', 'web developers', 'ecommerce web development company', 'ecommerce web design services', 'ecommerce website design', 'web development', 'web developing company', 'ecommerce website development', 'website', 'mobile app developers', 'mobile app developer company', 'mobile app development', 'trends', 'tips']",top 10 mobile app development trend 2024 software technology web developer ecommerce web development company ecommerce web design service ecommerce website design web development web developing company ecommerce website development website mobile app developer mobile app developer company mobile app development trend tip,0
1709638202,744109587477757952,synapseindiait,text,"['SynapseIndia', 'Software', 'PaaS', 'SaaS']",paas v saas synapseindia software paas saas,0
1709637049,744108379227783168,eclecticyouthalpaca,text,"['software', 'cloud services', 'Cloud Solutions']",best cloud optimization service india cloud service software cloud service cloud solution,0
1709636514,744107817702752256,whatswaves,text,"['whatsapp marketing', 'business', 'digital marketing', 'marketing', 'software', 'whatsaap']",tired adding contact one one whatsapp group say hello efficiency whats wave group whatsapp marketing business digital marketing marketing software whatsaap,0
1709636062,744107343527264256,321arka,text,"['sketchup', 'architecture', 'software', 'google sketchup', 'design']",knurling sketchup sketchup blog sketchup tutorial sketchup architecture software google sketchup design,0
1709632876,744104003118530560,servicecentral,text,"['warranty', 'software']",3 reason revisit warranty management service warranty software,0
1709632369,744103471417016320,outright-crm,text,"['software', 'googlesheet']",email google sheet data parsing updated version 4 google app script software googlesheet,0
1709631521,744102581989670912,av-industry-blog,text,"['audio visual', 'av technology', 'av design', 'av industry', 'software', 'saas', 'av design software', 'xtenav', 'xdraw', 'av system design', 'av design software for mac', 'av rack design software', 'av system design software']",dive audio visual wonderland xdraw ready shake av design game say hello xdraw audio visual av technology av design av industry software saas av design software xtenav xdraw av system design av design software mac av rack design software av system design software,0
1709628928,744099863336304640,av-industry-blog,text,"['audio visual', 'av technology', 'av industry', 'software', 'saas', 'xtenav', 'x doc', 'xdoc', 'av proposal', 'audio visual proposal', 'proposal generation software', 'proposal management software', 'proposal automation software']",unleash power av creativity xdoc audio visual av technology av industry software saas xtenav x doc xdoc av proposal audio visual proposal proposal generation software proposal management software proposal automation software,0
1709626659,744097483852021760,appringerblogs,text,"['software', 'digital marketing', 'customwebsite', 'websitedesign', 'websitedevelopment', 'app ringer']",technical seo key concept best practice software digital marketing customwebsite websitedesign websitedevelopment app ringer,0
1709623343,744094006614638592,addsofttech,text,"['blog', 'news', 'business', 'article', 'software', 'technologies', 'productivity software', 'enterprise software', 'electronic']",tech integration redefined introducing stateoftheart device cart seamless connectivity blog news business article software technology productivity software enterprise software electronic,0
1709621335,744091901261709312,vmlogin,text,"['software', 'youtube', 'searchsafely', 'virtualbrowser', 'virtualplatform', 'youtubemarketing', 'youtube video', 'youtubechannel', 'youtube music', 'browser', 'protection', 'incognito', 'dataprotection', 'online business', 'businessgrowth']",6 tip grow youtube channel 2024 software youtube searchsafely virtualbrowser virtualplatform youtubemarketing youtube video youtubechannel youtube music browser protection incognito dataprotection online business businessgrowth,0
1709605117,744074896055877632,nerdyperday,text,"['oc', 'robot', 'software', 'blue', 'flop', 'driver', 'computer', 'tail', 'this is not ai art', 'this is art of an ai', 'gif']",day 2729 driver oc robot software blue flop driver computer tail ai art art ai gif,0
1709602737,744072400086401024,webmarketingar,text,"['RR2', 'ReadyRESALE', 'Document', 'Automation', 'Software', 'Application', 'WebBased', 'CloudBased', 'Condo', 'Associations', 'BoardMember', 'Property', 'Management', 'Community', 'Documents', 'ResalePackages', 'Governing']",resale document automation software condo association readyresale condo association searching rr2 readyresale document automation software application webbased cloudbased condo association boardmember property management community document resalepackages governing,0
1709578949,744047456274333697,cloudmediamanagement,text,"['Digital asset management platforms', 'cloud storage', 'software', 'tech blog', 'iomovo', 'news usa', 'united states', 'ai', 'cloud media']",revitalizing retail strategy digital asset management solution digital asset management platform cloud storage software tech blog iomovo news usa united state ai cloud medium,0
1709562351,744030052315021312,srlabs,text,"['Computer', 'Software']",create shopify store tshirt business srlabs computer software,0
1709553216,744020473353043968,cdrbsoftwares1,text,"['software', 'online software store', 'softwares on sale']",common thing keep mind buying software online software online software store software sale,0
1709550695,744017830072172544,321arka,text,"['software', 'revit', 'bim', 'design']",bim gripworks software best bim software software revit bim design,0
1709546816,744013762880733184,appringerblogs,text,"['software', 'digital marketing', 'customwebsite', 'websitedesign', 'websitedevelopment', 'app ringer']",start successful blog tip strategy software digital marketing customwebsite websitedesign websitedevelopment app ringer,0
1709638680,744110088579678209,guilditsolutions,text,"['opensourcesoftwaredeveloper', 'opensource', 'development', 'services']",discover freedom flexibility come hiring open source developer opensourcesoftwaredeveloper opensource development service,0
1709629249,744100199541227520,mp3monsterme,text,"['book', 'development', 'Fluent Bit', 'review']",fluent bit kubernetes book update book development fluent bit review,0
1709620557,744091085595410432,alvi-software,text,"['internet of things', 'software development', 'development']",transform iot optimizing operation enhancing decisionmaking internet thing software development development,0
1709618024,744088430017937408,mysticdragon3md3,text,"['wishlists', 'pinkfluidnf', 'development', 'movies', 'mousemonarchy', 'Youtube']",whenever hope sequel nimonas 2023 movie worry itll rushed given proper development wishlists pinkfluidnf development movie mousemonarchy youtube,0
1709617676,744088064959381504,lisastanley,text,"['crypto', 'development', 'exchange', 'cryptocurrency', 'cryptocurrencyexchange', 'cryptotrading', 'cryptocurrencies', 'cryptoinvestor', 'cryptomarket', 'cryptoexchange', 'cryptomining', 'cryptocurrencynews', 'cryptotrader', 'cryptoexplorer', 'cryptorevolution', 'cryptocurency']",different perspective cryptocurrencies bitdeal leader creation cryptocurrency exchange prepared crypto development exchange cryptocurrency cryptocurrencyexchange cryptotrading cryptocurrencies cryptoinvestor cryptomarket cryptoexchange cryptomining cryptocurrencynews cryptotrader cryptoexplorer cryptorevolution cryptocurency,0
1709612468,744082603276140544,blicksenstails,text,"['artist', 'artist thoughts', 'growth', 'development', 'honest thoughts', 'self reflecting', 'progress', 'hobby artist', 'graphic novel', 'blicksen’s tails', 'comics', 'animals']",im mostly selftaught artist draw fun limited formal training im professional show artist artist thought growth development honest thought self reflecting progress hobby artist graphic novel blicksens tail comic animal,0
1709594160,744063406353612800,thegreatgeodo,text,"['devlog', 'mod development', 'unitale', 'achievement', 'development', 'LESGOOOOOOO']",devlog entry 37 devlog mod development unitale achievement development lesgooooooo,0
1709548827,744015872050528256,jasonwaud,photo,"['app', 'development', 'mobile', 't', 'adventure', 'books', 'wattpad', 'amreading']",best mobile application company madurai tamilnadu india best mobile application development company madurai india app development mobile adventure book wattpad amreading,0
1709548095,744015103829098496,siteinventions-blog,text,"['Web', 'Development', 'Agency', 'Mumbai']",leading web development agency mumbai web development agency mumbai,0
1709527664,743999314139938816,superdoggiedogs,text,"['development', 'spiritual']",spiritual development development spiritual,0
1709532990,743999265118011392,technoshopic,text,"['content writer', 'designer', 'development', 'email marketing', 'freelance', 'freelance job', 'freelance programmer', 'freelancecommunity', 'freelancer', 'freelancer in uae', 'freelancer in usa', 'markethire', 'project manager', 'seo expert', 'toptal']",elevate project source top freelance talent content writer designer development email marketing freelance freelance job freelance programmer freelancecommunity freelancer freelancer uae freelancer usa markethire project manager seo expert toptal,0
1709531908,743998130881773568,lisastanley,text,"['crypto', 'development', 'exchange', 'cryptocurrency', 'cryptocurrencyexchange', 'cryptotrading', 'cryptocurrencies', 'cryptoinvestor', 'cryptomarket', 'cryptoexchange', 'cryptomining', 'cryptocurrencynews', 'cryptotrader', 'cryptoexplorer', 'cryptorevolution', 'cryptocurency', 'Business', 'Entrepreneurs', 'globaltrading', 'offer', 'Cryptoexchangeclone']",bitdeal elevates objective cryptocurrencies time modify way trade cryptocurrencies bitdeal provides crypto development exchange cryptocurrency cryptocurrencyexchange cryptotrading cryptocurrencies cryptoinvestor cryptomarket cryptoexchange cryptomining cryptocurrencynews cryptotrader cryptoexplorer cryptorevolution cryptocurency business entrepreneur globaltrading offer cryptoexchangeclone,0
1709474793,743938241050329088,eleristanton,text,"['investigating contemporary practice', 'd&ad brief', 'development']",university presentation spreading work onto 8 slide difficult condence however kept investigating contemporary practice dad brief development,0
1709474763,743938209293221888,eleristanton,text,"['development', 'investigating contemporary practice', 'd&ad brief']",dad presentation began dad presentation allowed slide meant could create layout system development investigating contemporary practice dad brief,0
1709471974,743935285439643648,eleristanton,text,"['development', 'investigating contemporary practice', 'd&ad brief']",animation never done animation program somewhat daunting playing around development investigating contemporary practice dad brief,0
1709426116,743887199126388736,marcackermann,text,"['web development', 'self development', 'github', 'developer', 'development', 'software']",marc ackermann web development self development github developer development software,0
1709422770,743883691163516928,thegreatgeodo,text,"['devlog', 'mod development', 'unitale', 'development', 'on it']",devlog entry 35 devlog mod development unitale development,0
1709408248,743868463491235841,newcodesociety,text,"['the art of overkill', 'web', 'dev', 'development', 'developer', 'over', 'engineer', 'read', 'advice']",art overkill web dev edition art overkill web dev development developer engineer read advice,0
1709385371,743844475235893248,foolsplay-funfair,answer,"['🥐', 'development']",game seems potential weirdcoredreamcore game favourite roblox comfort game hopefully itll get development,0
1709376788,743835474959990784,rwpohl,text,"['digital imaging', 'ai', 'chatgpt', 'chatbot', 'development', 'screenwriting', 'preproduction', 'metropolis', 'fritz lang', 'blade runner 1929', 'views of an ai']",blade runner 1929 view ai 2023 digital imaging ai chatgpt chatbot development screenwriting preproduction metropolis fritz lang blade runner 1929 view ai,0
1709642400,744113989976571904,theexploritech,text,"['web development', 'Fort Myers', 'web designers', 'Naples']",get estero web design exploritech web development fort myers web designer naples,0
1709642228,744113809718919168,anabellehicks12,text,"['web design', 'web development', 'buzzz booster', 'web design and development agency']",buzzz booster excels meeting website need web design web development buzzz booster web design development agency,0
1709641637,744113189831213056,theexploritech,text,"['web development', 'Fort Myers', 'web designers', 'Naples']",hire website designer bonita exploritech web development fort myers web designer naples,0
1709640514,744112012148326400,theexploritech,text,"['web development', 'Fort Myers', 'web designers', 'Naples']",hire bonita web designer exploritech web development fort myers web designer naples,0
1709635522,744106777398870016,trionixit,text,"['web developing company', 'website design', 'web development', 'digital marketing', 'seo']",premier website design company mangalore web developing company website design web development digital marketing seo,0
1709635229,744106470511083520,contentwritings-posts,text,"['website', 'apps development', 'web development', 'digital marketing company', 'webdesign', 'ecommerce', 'seo services', 'design', 'app development', 'ppc']",nan website apps development web development digital marketing company webdesign ecommerce seo service design app development ppc,0
